book_id,authors,original_title,genre,small_image_url
202292,Olivia Goldsmith,The First Wives Club,"fiction, contemporary",https://images.gr-assets.com/books/1405833638s/202292.jpg
250729,Maggie O'Farrell,The Vanishing Act of Esme Lennox,"mystery, contemporary",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
550720,Sarah Waters,The Night Watch,"fiction, history",https://images.gr-assets.com/books/1394331077s/550720.jpg
21853645,Jeffrey Archer,Mightier Than the Sword,"fiction, mystery",https://images.gr-assets.com/books/1407772906s/21853645.jpg
31331,Anne Rice,Blood Canticle,"fiction, horror",https://images.gr-assets.com/books/1327963715s/31331.jpg
13060,Carl Hiaasen,Nature Girl,"fiction, mystery",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
11553,Robert McCammon,Boy's Life,"horror, fiction",https://images.gr-assets.com/books/1314302694s/11553.jpg
20563,"George Eliot, Joanna Trollope, Hugh Osborne",Adam Bede,"classics, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
16235,Chitra Banerjee Divakaruni,Sister of My Heart,"fiction, contemporary",https://images.gr-assets.com/books/1403188554s/16235.jpg
3181564,"Yōko Ogawa, Stephen Snyder",博士の愛した数式 ,"fiction, contemporary",https://images.gr-assets.com/books/1344313042s/3181564.jpg
102525,Sue Grafton,H is for Homicide,"mystery, fiction",https://images.gr-assets.com/books/1315138195s/102525.jpg
221059,Douglas Coupland,JPod,"fiction, contemporary",https://images.gr-assets.com/books/1316729451s/221059.jpg
32437,Dean Koontz,The Face,"horror, fiction",https://images.gr-assets.com/books/1370732538s/32437.jpg
2714607,Niall Ferguson,The Ascent of Money: A Financial History of the World,"history, business",https://images.gr-assets.com/books/1297236908s/2714607.jpg
20697471,Jim Gaffigan,Food: A Love Story,"nonfiction, memoir",https://images.gr-assets.com/books/1419183381s/20697471.jpg
18079527,Laurie Halse Anderson,The Impossible Knife of Memory,"contemporary, fiction",https://images.gr-assets.com/books/1405786728s/18079527.jpg
19164,"Dante Alighieri, Robert M. Durling",Purgatorio,"classics, poetry",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7277715,David Baldacci,Deliver Us From Evil,"thriller, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13586743,Jonathan Tropper,One Last Thing Before I Go,"fiction, contemporary",https://images.gr-assets.com/books/1356593893s/13586743.jpg
6609549,"Julie Anne Peters, C.J. Bott","By The Time You Read This, I'll Be Dead","fiction, contemporary",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
21340,"Dean Koontz, Ed Gorman, John Bedford Lloyd",Dean Koontz's Frankenstein: City of Night ,"horror, fiction",https://images.gr-assets.com/books/1320441939s/21340.jpg
215540,D.J. MacHale,The Quillan Games,"fantasy, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6820,David Mitchell,number9dream,"fiction, fantasy",https://images.gr-assets.com/books/1320540682s/6820.jpg
3384,Douglas Coupland,Girlfriend in a Coma,"fiction, contemporary",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
92227,Stephen King,"The Green Mile, Part 1: The Two Dead Girls","horror, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
16200,Mark Dunn,Ella Minnow Pea: A Novel in Letters,"fiction, fantasy",https://images.gr-assets.com/books/1479697890s/16200.jpg
938544,Steven Erikson,Toll the Hounds,"fantasy, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1430213,Tess Gerritsen,The Bone Garden,"mystery, thriller",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
994156,Dee Lestari,"Supernova: Ksatria, Puteri, dan Bintang Jatuh","romance, fantasy",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
23019294,Paul Tremblay,A Head Full of Ghosts,"horror, fiction",https://images.gr-assets.com/books/1415678368s/23019294.jpg
22889767,Gretchen Rubin,Better Than Before: Mastering the Habits of Our Everyday Lives,"nonfiction, psychology",https://images.gr-assets.com/books/1415588203s/22889767.jpg
18210706,Ben Aaronovitch,Broken Homes,"fantasy, mystery",https://images.gr-assets.com/books/1379380185s/18210706.jpg
169959,Raymond E. Feist,The King's Buccaneer,"fantasy, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
16248114,"Isabel Allende, Anne McLean",El cuaderno de Maya,"fiction, contemporary",https://images.gr-assets.com/books/1356073895s/16248114.jpg
6609764,Rita Williams-Garcia,One Crazy Summer,"fiction, history",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7011403,Robin Hobb,Dragon Haven,"fantasy, fiction",https://images.gr-assets.com/books/1263769185s/7011403.jpg
18035,P.G. Wodehouse,"Right Ho, Jeeves","fiction, classics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3359940,"Pseudonymous Bosch, Gilbert Ford","If You're Reading This, It's Too Late","mystery, fantasy",https://images.gr-assets.com/books/1344268358s/3359940.jpg
296942,Erin Hunter,Moonrise,"fantasy, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1316382,Jason F. Wright,The Wednesday Letters,"fiction, romance",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6371117,"Lili St. Crow, Lilith Saintcrow",Betrayals,"paranormal, fantasy",https://images.gr-assets.com/books/1331244872s/6371117.jpg
13134,"James Patterson, Howard Roughan",You've Been Warned,"mystery, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
444347,"Blue Balliett, Brett Helquist",Chasing Vermeer,"mystery, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
53834,Philip Yancey,The Jesus I Never Knew,"christian, religion",https://images.gr-assets.com/books/1328995519s/53834.jpg
80630,Greg Iles,Turning Angel,"fiction, mystery",https://images.gr-assets.com/books/1327877096s/80630.jpg
7743783,Alice Clayton,The Unidentified Redhead,"romance, contemporary",https://images.gr-assets.com/books/1355688970s/7743783.jpg
20413,"Robert Louis Stevenson, Tasha Tudor",A Child's Garden of Verses,"poetry, classics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9914,Bret Easton Ellis,The Informers,"fiction, contemporary",https://images.gr-assets.com/books/1374684746s/9914.jpg
22054340,Kiera Cass,The Queen,"romance, fantasy",https://images.gr-assets.com/books/1399581012s/22054340.jpg
7202829,James Rollins,The Devil Colony,"thriller, fiction",https://images.gr-assets.com/books/1264522557s/7202829.jpg
7469664,"Robert Kirkman, Charlie Adlard",The Walking Dead Volume 12,"horror, comics",https://images.gr-assets.com/books/1279748761s/7469664.jpg
20587777,Jane Smiley,Some Luck,"fiction, contemporary",https://images.gr-assets.com/books/1413128987s/20587777.jpg
72657,"Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull",Pedagogia do Oprimido,"philosophy, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
17262540,Ian Doescher,"William Shakespeare's Star Wars: Verily, a New Hope","fiction, fantasy",https://images.gr-assets.com/books/1411696453s/17262540.jpg
26085,"Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon",Identity Crisis,"comics, fiction",https://images.gr-assets.com/books/1327948044s/26085.jpg
10866624,Sarah Rees Brennan,Unspoken,"fantasy, paranormal",https://images.gr-assets.com/books/1333397426s/10866624.jpg
112520,"Arthur C. Clarke, Gentry Lee",Rama II,"fiction, science",https://images.gr-assets.com/books/1375814981s/112520.jpg
28859,José Saramago,O Evangelho segundo Jesus Cristo,"fiction, religion",https://images.gr-assets.com/books/1328196306s/28859.jpg
13477819,"Lemony Snicket, Seth","""Who Could That Be at This Hour?""","mystery, fiction",https://images.gr-assets.com/books/1333060600s/13477819.jpg
11765920,Kelley Armstrong,The Calling,"paranormal, fantasy",https://images.gr-assets.com/books/1478986621s/11765920.jpg
10450750,"Bryan Konietzko, Michael Dante DiMartino, Aaron Ehasz, Alison Wilgus, Amy Kim Ganter, Brian Ralph, Corey Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim Dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney",Avatar The Last Airbender: The Lost Adventures,"comics, fantasy",https://images.gr-assets.com/books/1297596036s/10450750.jpg
7911,Margaret Sidney,Five Little Peppers and How They Grew,"classics, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3697927,Jessica Day George,Princess of the Midnight Ball,"fantasy, romance",https://images.gr-assets.com/books/1312063284s/3697927.jpg
8239301,"Radwa Ashour, رضوى عاشور",الطنطورية ,"history, fiction",https://images.gr-assets.com/books/1314481218s/8239301.jpg
334818,Barbara Cooney,Miss Rumphius,"fiction, classics",https://images.gr-assets.com/books/1281468926s/334818.jpg
762563,Jim Bouton,Ball Four,"nonfiction, biography",https://images.gr-assets.com/books/1391414699s/762563.jpg
21329,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean","Fables, Volume 3: Storybook Love","fantasy, comics",https://images.gr-assets.com/books/1363682851s/21329.jpg
56899,Carlos Fuentes,Aura,"fiction, classics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
31312,Harriet Lerner,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,"psychology, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7129588,Jennifer Echols,Forget You,"romance, contemporary",https://images.gr-assets.com/books/1311064362s/7129588.jpg
21796,William Goldman,Marathon Man,"fiction, thriller",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3870943,Julie Klassen,The Apothecary's Daughter,"romance, fiction",https://images.gr-assets.com/books/1325356997s/3870943.jpg
16047244,Michelle A. Valentine,Rock the Heart,"romance, music",https://images.gr-assets.com/books/1403549370s/16047244.jpg
76659,Piers Anthony,Bearing an Hourglass,"fantasy, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
65217,"Claire Huchet Bishop, Kurt Wiese",The Five Chinese Brothers,"fiction, classics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9712492,Jamie McGuire,Providence,"paranormal, romance",https://images.gr-assets.com/books/1358276101s/9712492.jpg
15447,Piers Anthony,"The Source of Magic (Xanth, #2)","fantasy, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
94804,Arnold Lobel,Days with Frog and Toad,"fiction, classics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
40470,Cormac McCarthy,Cities of the Plain ,"fiction, contemporary",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9305362,C.S. Pacat,Captive Prince,"fantasy, romance",https://images.gr-assets.com/books/1356028113s/9305362.jpg
40159,Megan Whalen Turner,The King of Attolia,"fantasy, fiction",https://images.gr-assets.com/books/1293505327s/40159.jpg
953260,"Ridley Pearson, David Frankland",The Kingdom Keepers,"fantasy, fiction",https://images.gr-assets.com/books/1275199267s/953260.jpg
5548,Richard Feynman,What Do You Care What Other People Think? Further Adventures of a Curious Character,"science, biography",https://images.gr-assets.com/books/1297913068s/5548.jpg
7146335,Paul Murray,Skippy Dies,"fiction, contemporary",https://images.gr-assets.com/books/1301970939s/7146335.jpg
77735,David Weber,The Honor of the Queen,"fiction, ebooks",https://images.gr-assets.com/books/1304286399s/77735.jpg
805023,V.C. Andrews,My Sweet Audrina,"fiction, mystery",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
22027459,A.G. Riddle,The Atlantis World,"fiction, thriller",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8635145,Jessica Shirvington,Embrace,"paranormal, fantasy",https://images.gr-assets.com/books/1284130161s/8635145.jpg
192892,Dorothy L. Sayers,Unnatural Death,"mystery, fiction",https://images.gr-assets.com/books/1316244142s/192892.jpg
92250,Tony Kushner,Angels in America: A Gay Fantasia on National Themes: Millennium Approaches (Part One),"fiction, classics",https://images.gr-assets.com/books/1354209439s/92250.jpg
1617875,Dorothy Koomson,My Best Friend's Girl,"fiction, romance",https://images.gr-assets.com/books/1363730538s/1617875.jpg
330721,Lisa Kleypas,Dreaming of You ,"romance, fiction",https://images.gr-assets.com/books/1443223862s/330721.jpg
8725,Ruth Reichl,Comfort Me with Apples: More Adventures at the Table,"memoir, nonfiction",https://images.gr-assets.com/books/1339885200s/8725.jpg
138134,John Keats,John Keats : The Complete Poems,"poetry, classics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
129621,Judith McNaught,Almost Heaven,"romance, fiction",https://images.gr-assets.com/books/1351327172s/129621.jpg
823411,Joseph Boyden,Three Day Road,"fiction, history",https://images.gr-assets.com/books/1327905456s/823411.jpg
30005,Dashiell Hammett,Red Harvest,"mystery, fiction",https://images.gr-assets.com/books/1320423692s/30005.jpg
17860217,"J. Lynn, Jennifer L. Armentrout",Trust in Me,"romance, contemporary",https://images.gr-assets.com/books/1493755741s/17860217.jpg
204041,"Masashi Kishimoto, Frances Wall",NARUTO -ナルト- 巻ノ十一 ,"fantasy, comics",https://images.gr-assets.com/books/1435525208s/204041.jpg
9509289,David Baldacci,One Summer,"fiction, romance",https://images.gr-assets.com/books/1344267627s/9509289.jpg
350684,Judith McNaught,"Whitney, My Love","fiction, romance",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
785454,Khushwant Singh,Train to Pakistan,"fiction, history",https://images.gr-assets.com/books/1342220976s/785454.jpg
8407173,Craig Silvey,Jasper Jones,"mystery, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1963638,Michael A. Singer,The Untethered Soul,"spirituality, nonfiction",https://images.gr-assets.com/books/1354898395s/1963638.jpg
20893314,Marlon James,A Brief History of Seven Killings,"fiction, crime",https://images.gr-assets.com/books/1399045083s/20893314.jpg
6373717,Nina LaCour,Hold Still,"contemporary, fiction",https://images.gr-assets.com/books/1394240099s/6373717.jpg
107772,Julie Garwood,The Prize,"romance, fiction",https://images.gr-assets.com/books/1304789713s/107772.jpg
13525938,Jami Attenberg,The Middlesteins,"fiction, contemporary",https://images.gr-assets.com/books/1339727222s/13525938.jpg
18736925,"Thomas Piketty, Arthur Goldhammer",Le capital au XXIe siècle ,"history, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
202146,James D. Bradley,Flyboys: A True Story of Courage,"history, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
782854,"Kay Thompson, Hilary Knight",Eloise,"fiction, classics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13555073,Jonathan Stroud,The Screaming Staircase,"fantasy, mystery",https://images.gr-assets.com/books/1369670906s/13555073.jpg
18594633,Herman Koch,Zomerhuis met zwembad,"fiction, mystery",https://images.gr-assets.com/books/1384734826s/18594633.jpg
110090,Peter Carey,True History of the Kelly Gang,"fiction, history",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
702539,Elmore Leonard,Get Shorty,"fiction, crime",https://images.gr-assets.com/books/1330673682s/702539.jpg
17302495,K.A. Tucker,One Tiny Lie,"contemporary, romance",https://images.gr-assets.com/books/1380903726s/17302495.jpg
113441,"Nathanael West, Alfred Kazin",The Day of the Locust,"fiction, classics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
98685,James Gleick,Genius: The Life and Science of Richard Feynman,"biography, science",https://images.gr-assets.com/books/1320409497s/98685.jpg
4618728,Alan Brennert,Honolulu,"fiction, history",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
172764,Keri Arthur,Full Moon Rising,"paranormal, fantasy",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
107821,Richard Russo,Bridge of Sighs,"fiction, contemporary",https://images.gr-assets.com/books/1320397300s/107821.jpg
116054,Rosamunde Pilcher,Winter Solstice,"fiction, romance",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13580951,Ally Carter,United We Spy,"mystery, romance",https://images.gr-assets.com/books/1368559827s/13580951.jpg
6571723,Rachel Caine,"The Morganville Vampires, Volume 1","paranormal, fantasy",https://images.gr-assets.com/books/1478780633s/6571723.jpg
107664,Anthony Horowitz,Raven's Gate,"fantasy, horror",https://images.gr-assets.com/books/1328842690s/107664.jpg
20575425,John Darnielle,Wolf in White Van,"fiction, contemporary",https://images.gr-assets.com/books/1393646533s/20575425.jpg
91203,Erich Maria Remarque,Drei Kameraden,"classics, fiction",https://images.gr-assets.com/books/1320543184s/91203.jpg
7817785,Melissa de la Cruz,Bloody Valentine,"paranormal, romance",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5160,Maya Angelou,The Heart of a Woman,"biography, memoir",https://images.gr-assets.com/books/1417404078s/5160.jpg
1876770,Andrzej Sapkowski,Chrzest ognia,"fantasy, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6266907,"James Patterson, Richard DiLallo",Alex Cross's Trial,"mystery, fiction",https://images.gr-assets.com/books/1336268218s/6266907.jpg
2118114,"Ori Brafman, Rom Brafman",Sway: The Irresistible Pull of Irrational Behavior,"psychology, nonfiction",https://images.gr-assets.com/books/1320419177s/2118114.jpg
423156,"Marguerite Henry, Wesley Dennis",King of the Wind: The Story of the Godolphin Arabian,"fiction, classics",https://images.gr-assets.com/books/1329982839s/423156.jpg
18774981,Sam Harris,Waking Up: A Guide to Spirituality Without Religion,"spirituality, religion",https://images.gr-assets.com/books/1415677308s/18774981.jpg
43037,Jack London,"The Call of the Wild, White Fang and Other Stories ","classics, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
95784,Iris Chang,The Rape of Nanking: The Forgotten Holocaust of World War II,"history, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4005310,Jerry A. Coyne,Why Evolution Is True,"science, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1627,Annie Proulx,Brokeback Mountain,"fiction, romance",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
73080,Susan Elizabeth Phillips,Nobody's Baby But Mine,"romance, contemporary",https://images.gr-assets.com/books/1298032580s/73080.jpg
17934416,Lisa Scottoline,Keep Quiet,"fiction, mystery",https://images.gr-assets.com/books/1391355179s/17934416.jpg
78985,Jeffrey Archer,Sons of Fortune,"fiction, thriller",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
48318,"Jostein Gaarder, Sarah Jane Hails",Kabalmysteriet,"philosophy, fantasy",https://images.gr-assets.com/books/1327883395s/48318.jpg
6104943,Jill Mansell,Rumor Has it,"romance, fiction",https://images.gr-assets.com/books/1328202735s/6104943.jpg
32429,Dean Koontz,Dragon Tears,"horror, fiction",https://images.gr-assets.com/books/1308458435s/32429.jpg
7937744,Iain M. Banks,Surface Detail,"fiction, ebooks",https://images.gr-assets.com/books/1287893375s/7937744.jpg
7785207,Nicky Charles,The Mating,"paranormal, romance",https://images.gr-assets.com/books/1299068605s/7785207.jpg
330947,Conn Iggulden,The Gates of Rome,"fiction, history",https://images.gr-assets.com/books/1313874666s/330947.jpg
81903,Agatha Christie,Curtain: Poirot’s Last Case,"mystery, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
77161,Lian Hearn,Grass for His Pillow ,"fantasy, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2798094,Laurell K. Hamilton,Swallowing Darkness,"fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
18774020,Edan Lepucki,California,"fiction, contemporary",https://images.gr-assets.com/books/1400863574s/18774020.jpg
197512,Mo Willems,The Pigeon Finds a Hot Dog!,"fiction, fantasy",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
25131600,Chuck Wendig,Aftermath,"fiction, fantasy",https://images.gr-assets.com/books/1426620007s/25131600.jpg
263148,Ellen Schreiber,"Vampireville (Vampire Kisses, #3)","paranormal, fantasy",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
16349,Agatha Christie,Hercule Poirot's Christmas,"mystery, crime",https://images.gr-assets.com/books/1308808460s/16349.jpg
15808287,Jennifer Chiaverini,Mrs. Lincoln's Dressmaker,"fiction, history",https://images.gr-assets.com/books/1350586527s/15808287.jpg
545425,Safiy al-Rahman al-Mubarakfuri, الرحيق المختوم: بحث في السيرة النبوية على صاحبها أفضل الصلاة والسلام ,"history, biography",https://images.gr-assets.com/books/1289025514s/545425.jpg
12547098,Sarah McCoy,The Baker's Daughter,"fiction, romance",https://images.gr-assets.com/books/1404963150s/12547098.jpg
21849362,J.R. Ward,The Shadows,"paranormal, romance",https://images.gr-assets.com/books/1404479585s/21849362.jpg
920143,"Trina Schart Hyman, Johann Grimm, Wilhelm Grimm",Rotkäppchen,"classics, fiction",https://images.gr-assets.com/books/1314485414s/920143.jpg
153865,Dav Pilkey,Captain Underpants and the Attack of the Talking Toilets,"fiction, comics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
12204857,"Martin Pistorius, Megan Lloyd Davies",Ghost Boy,"nonfiction, biography",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
18077875,Greg McKeown,Essentialism: The Disciplined Pursuit of Less,"business, psychology",https://images.gr-assets.com/books/1403165375s/18077875.jpg
16188,Philippa Gregory,Wideacre,"fiction, romance",https://images.gr-assets.com/books/1289170133s/16188.jpg
15717721,Lisa Renee Jones,If I were you,"romance, contemporary",https://images.gr-assets.com/books/1397227898s/15717721.jpg
16079228,L.A. Fiore,Beautifully Damaged,"romance, suspense",https://images.gr-assets.com/books/1350800166s/16079228.jpg
16053316,Samantha Towle,Wethering the Storm,"romance, contemporary",https://images.gr-assets.com/books/1368083888s/16053316.jpg
30658,"René Descartes, Donald A. Cress",Meditationes de prima philosophia,"classics, philosophy",https://images.gr-assets.com/books/1405624521s/30658.jpg
17491,Enid Blyton,The Enchanted Wood,"fantasy, fiction",https://images.gr-assets.com/books/1428732266s/17491.jpg
17286162,Sandi Lynn,Forever Black,"romance, contemporary",https://images.gr-assets.com/books/1359579827s/17286162.jpg
16204,Henry James,Daisy Miller,"classics, fiction",https://images.gr-assets.com/books/1327911289s/16204.jpg
11866694,Lauren Groff,Arcadia,"fiction, contemporary",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
57605,Dorothy Kunhardt,Pat the Bunny (Touch and Feel Book),"fiction, classics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
25279165,Melanie Benjamin,The Swans of Fifth Avenue,"fiction, history",https://images.gr-assets.com/books/1431898319s/25279165.jpg
229145,"CLAMP, Maria Simpson",カードキャプターさくら,"manga, fantasy",https://images.gr-assets.com/books/1451030958s/229145.jpg
23217,Meg Cabot,Size 14 Is Not Fat Either,"mystery, romance",https://images.gr-assets.com/books/1479654269s/23217.jpg
12706435,Shelly Crane,Defiance,"paranormal, romance",https://images.gr-assets.com/books/1498698186s/12706435.jpg
232577,Dian Fossey,Gorillas in the Mist,"science, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7663,"Jeffery Hudson, Michael Crichton",A Case of Need,"fiction, thriller",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
16045140,Adelle Waldman,The Love Affairs of Nathaniel P. ,"fiction, contemporary",https://images.gr-assets.com/books/1361026301s/16045140.jpg
16096873,"P.C. Cast, Kristin Cast",Revealed,"fantasy, paranormal",https://images.gr-assets.com/books/1369156173s/16096873.jpg
6115138,Linda Castillo,Sworn to Silence,"mystery, thriller",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
12119529,Ilona Andrews,Magic Breaks,"fantasy, paranormal",https://images.gr-assets.com/books/1383236969s/12119529.jpg
79649,"Anton Chekhov, Michael Frayn",Чайка,"classics, romance",https://images.gr-assets.com/books/1443340069s/79649.jpg
7717482,"Haruki Murakami, 村上 春樹",1Q84 Book 3 [Ichi-kyū-hachi-yon],"fiction, fantasy",https://images.gr-assets.com/books/1327559269s/7717482.jpg
93723,Meg Cabot,Boy Meets Girl,"romance, fiction",https://images.gr-assets.com/books/1328033372s/93723.jpg
402015,Louise Rennison,Dancing in my nuddy-pants!,"fiction, romance",https://images.gr-assets.com/books/1327885836s/402015.jpg
348,Robert A. Heinlein,The Door into Summer,"fiction, fantasy",https://images.gr-assets.com/books/1342241886s/348.jpg
316445,Julie Anne Peters,Luna,"fiction, contemporary",https://images.gr-assets.com/books/1339269673s/316445.jpg
14280,Alice Munro,Runaway,"fiction, contemporary",https://images.gr-assets.com/books/1431005856s/14280.jpg
886066,Iain M. Banks,Matter,"fiction, science",https://images.gr-assets.com/books/1327954631s/886066.jpg
17825503,Mia Sheridan,Leo,"romance, contemporary",https://images.gr-assets.com/books/1366869759s/17825503.jpg
3103,E.M. Forster,Maurice,"classics, fiction",https://images.gr-assets.com/books/1361934128s/3103.jpg
10402992,"J.D. Robb, Susan Ericksen",New York to Dallas,"mystery, romance",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
52350,Ira Levin,The Stepford Wives,"horror, fiction",https://images.gr-assets.com/books/1403404262s/52350.jpg
161156,Cornelius Ryan,The Longest Day,"history, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6426,Janet Evanovich,Motor Mouth,"mystery, romance",https://images.gr-assets.com/books/1479699584s/6426.jpg
215541,D.J. MacHale,The Reality Bug,"fantasy, fiction",https://images.gr-assets.com/books/1431402995s/215541.jpg
6528034,David Baldacci,True Blue,"fiction, mystery",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
317504,"Raymond E. Feist, Janny Wurts","Mistress of the Empire (The Empire Trilogy, #3)","fantasy, fiction",https://images.gr-assets.com/books/1333694789s/317504.jpg
